chr	st	en	SM-7LV7V_1	SM-7LV7V_2	SM-7LV7W_1	SM-7LV7W_2	SM-7LV7X_1	SM-7LV7X_2	SM-7LV7Y_1	SM-7LV7Y_2	SM-7LV7Z_1	SM-7LV7Z_2	SM-7LV81_1	SM-7LV81_2	SM-7LV82_1	SM-7LV82_2	SM-7LV83_1	SM-7LV83_2	SM-7LV84_1	SM-7LV84_2	SM-7LV85_1	SM-7LV85_2	SM-7LV86_1	SM-7LV86_2	SM-7LV87_1	SM-7LV87_2	SM-7LV88_1	SM-7LV88_2	SM-7LV89_1	SM-7LV89_2	SM-7LV8A_1	SM-7LV8A_2	SM-7LV8B_1	SM-7LV8B_2	SM-7LV8C_1	SM-7LV8C_2	SM-7LV8D_1	SM-7LV8D_2
Pf3D7_08_v3	459500	460000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	461500	463000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA
Pf3D7_08_v3	464000	466000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	465000	466000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	gain	gain
Pf3D7_08_v3	478500	479000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain
Pf3D7_08_v3	503000	503500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain
Pf3D7_08_v3	520500	521500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	544500	545000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	547000	547500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain
Pf3D7_08_v3	652000	652500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain
Pf3D7_08_v3	699500	700000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	745500	746000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	768000	768500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	780500	781000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	789500	790000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	794500	795000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	799000	799500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	886500	887000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	900500	901000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	967000	967500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain
Pf3D7_08_v3	1027000	1027500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	1080500	1081000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain
Pf3D7_08_v3	1095500	1096000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	1179500	1180500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain
Pf3D7_08_v3	1186000	1186500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_09_v3	274500	275000	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	NA	NA	NA	gain
Pf3D7_09_v3	316500	317000	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	NA	NA	NA	gain
Pf3D7_09_v3	332000	332500	gain	gain	gain	NA	gain	gain	gain	NA	gain	NA	NA	gain	gain	gain	NA	gain	NA	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_09_v3	357000	357500	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA	NA
Pf3D7_09_v3	500500	501000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA
Pf3D7_09_v3	576500	577000	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	NA	NA	NA	gain
Pf3D7_09_v3	623500	624000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA
Pf3D7_09_v3	628000	628500	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA	NA
Pf3D7_09_v3	629500	630000	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA	gain
Pf3D7_09_v3	675000	675500	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA	gain
Pf3D7_09_v3	680500	681000	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA	NA
Pf3D7_09_v3	683000	683500	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	NA	NA	NA	gain
Pf3D7_09_v3	729000	729500	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	NA	NA	NA	gain
Pf3D7_09_v3	734000	734500	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	NA	NA	NA	gain
Pf3D7_09_v3	826000	826500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA
Pf3D7_09_v3	826000	828000	NA	NA	gain	gain	NA	NA	gain	NA	gain	gain	NA	gain	NA	NA	NA	gain	NA	NA	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	gain
Pf3D7_09_v3	827500	828000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA
Pf3D7_09_v3	913000	913500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	NA	NA	NA	gain
Pf3D7_09_v3	941000	941500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	NA	NA	NA	gain
Pf3D7_09_v3	1015500	1016000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA	NA
Pf3D7_09_v3	1067500	1068000	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	gain
Pf3D7_09_v3	1067500	1068500	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_09_v3	1072000	1072500	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA
Pf3D7_09_v3	1082500	1083000	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA
Pf3D7_09_v3	1102000	1102500	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA
Pf3D7_09_v3	1125500	1126000	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA
Pf3D7_09_v3	1169500	1170000	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_09_v3	1195500	1196500	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA
Pf3D7_09_v3	1272500	1273000	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA
Pf3D7_09_v3	1308500	1309000	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA
Pf3D7_09_v3	1324500	1325000	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain
Pf3D7_09_v3	1330000	1330500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA
Pf3D7_09_v3	1347000	1348000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA
Pf3D7_09_v3	1352500	1353000	gain	gain	gain	NA	gain	gain	gain	NA	gain	gain	NA	gain	gain	NA	NA	gain	NA	gain	NA	gain	NA	gain	NA	NA	NA	NA	NA	gain	NA	gain	gain	gain	gain	NA	gain	gain
Pf3D7_09_v3	1379500	1380000	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	gain
Pf3D7_09_v3	1500500	1532000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_09_v3	1500500	1535500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_09_v3	1505000	1539000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_09_v3	1506000	1533000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_09_v3	1506000	1535500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_09_v3	1506500	1532500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_09_v3	1506500	1533000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_09_v3	1508500	1532000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	10500	66500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	11500	66000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	gain	NA	gain	gain	gain	gain	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	11500	66500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	275500	276000	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_10_v3	377500	378000	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain
Pf3D7_10_v3	383000	383500	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	453500	454000	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	gain	NA	gain	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain
Pf3D7_10_v3	611000	611500	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	gain	NA	gain	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain
Pf3D7_10_v3	700000	700500	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	NA	gain	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain
Pf3D7_10_v3	795000	795500	NA	NA	NA	gain	gain	gain	NA	NA	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	gain	gain	NA	NA	gain	gain
Pf3D7_10_v3	805500	806000	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	gain	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_10_v3	838500	839000	NA	NA	NA	NA	NA	gain	NA	NA	NA	gain	gain	gain	gain	NA	gain	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain
Pf3D7_10_v3	1141500	1142000	NA	NA	NA	gain	gain	gain	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	NA	NA	NA	gain	NA	NA	gain	NA	gain	NA	NA	gain	gain	gain	NA	gain	gain	gain
Pf3D7_10_v3	1253000	1253500	NA	gain	NA	gain	gain	gain	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	NA	gain	NA	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain
Pf3D7_10_v3	1324000	1324500	NA	gain	NA	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	NA	gain	NA	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain
Pf3D7_10_v3	1329500	1330000	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_10_v3	1333500	1334000	NA	NA	NA	NA	NA	gain	NA	NA	NA	gain	gain	gain	gain	NA	gain	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	gain	gain
Pf3D7_10_v3	1404000	1405500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	gain	gain
Pf3D7_10_v3	1437000	1438000	NA	gain	gain	NA	NA	gain	gain	NA	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	gain	gain
Pf3D7_10_v3	1437000	1438500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	1437000	1439000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	1543500	1545500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA
Pf3D7_10_v3	1544000	1545500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	gain	gain	NA	gain	gain	NA	gain	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	1582500	1639500	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	1584000	1642000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	1616500	1676500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	1632500	1685500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	1645500	1676500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	1646000	1676500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	1646000	1685500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	1672500	1687656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	1676500	1687656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_10_v3	1678000	1687656	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_11_v3	190000	190500	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	gain	NA	gain	gain	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	gain	gain	NA	gain	NA	NA	NA	NA
Pf3D7_11_v3	196000	196500	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	gain	NA	gain	gain	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA	NA	NA
Pf3D7_11_v3	253000	253500	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA
Pf3D7_11_v3	284000	284500	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	gain	gain	gain	gain	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	gain	gain	NA	NA	NA	NA	NA	NA
Pf3D7_11_v3	317000	317500	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA
Pf3D7_11_v3	326500	327000	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	gain	gain	gain	gain	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	gain	gain	NA	gain	NA	NA	NA	NA
